Name,Platform,Year_of_Release,Era,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Global_Sales_Calculated,Sales_Region_Dominant,Critic_Score,Critic_Count,User_Score,User_Count,Score_Gap
SSX Tricky,GBA,2002,2000s,Sports,Electronic Arts,Visual Impact,E,0.14,0.05,0.0,0.0,0.19,0.19,NA,66.0,9,7.5,24,-9.0
Kenka Banchou 4: Ichinen Sensou,PSP,2010,2010s,Action,Spike,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Warhammer: Shadow of the Horned Rat,PS,1996,1990s,Strategy,Mindscape,Unknown,Unknown,0.11,0.07,0.0,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
NBA 2K11,PC,2010,2010s,Action,Take-Two Interactive,Visual Concepts,E,0.18,0.0,0.0,0.01,0.19,0.19,NA,82.0,6,8.6,37,-4.0
Pet Zombies,3DS,2007,2000s,Simulation,Majesco Entertainment,1St Playable Productions,T,0.18,0.0,0.0,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
Pro Yakyuu Team o Tsukurou!,DS,2008,2000s,Sports,Sega,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
WWE All Stars,Wii,2011,2010s,Fighting,Thq,Thq,T,0.1,0.07,0.0,0.02,0.19,0.19,NA,68.0,11,7.0,8,-2.0
Naruto: Ninja Destiny,DS,2006,2000s,Fighting,Namco Bandai Games,Takara Tomy,T,0.02,0.01,0.16,0.0,0.19,0.19,JP,61.0,22,4.4,10,17.0
FaceBreaker,X360,2008,2000s,Fighting,Electronic Arts,Ea Canada,T,0.15,0.02,0.0,0.02,0.19,0.19,NA,54.0,57,6.3,19,-9.0
ESPN International Track & Field,PS2,2000,2000s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.09,0.07,0.0,0.02,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Spider-Man: Shattered Dimensions,DS,2010,2010s,Action,Activision,Griptonite Games,E10+,0.17,0.01,0.0,0.01,0.19,0.19,NA,73.0,13,7.0,6,3.0
Lunar Legend,GBA,2002,2000s,Role-Playing,Media Rings,Magic Rings,E,0.14,0.05,0.0,0.0,0.19,0.19,NA,79.0,20,7.8,8,1.0
Conflict: Global Terror,PS2,2005,2000s,Shooter,Eidos Interactive,Pivotal Games,M,0.09,0.07,0.0,0.02,0.19,0.18,NA,62.0,15,8.5,10,-23.0
Dante's Inferno,PSP,2010,2010s,Action,Electronic Arts,"Artificial Mind And Movement, Ea Redwood Shores",M,0.12,0.03,0.01,0.02,0.19,0.18,NA,70.0,14,8.1,46,-11.0
Mystery Tales of Time Travel,DS,2010,2010s,Puzzle,Foreign Media Games,Unknown,Unknown,0.01,0.15,0.0,0.02,0.19,0.18,EU,71.0,21,7.5,24,-4.0
Injustice: Gods Among Us,WiiU,2013,2010s,Fighting,Warner Bros. Interactive Entertainment,Netherrealm Studios,T,0.09,0.08,0.0,0.02,0.19,0.19,NA,82.0,5,7.9,112,3.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,2000s,Misc,D3Publisher,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
NASCAR Unleashed,3DS,2011,2010s,Racing,Activision,Firebrand Games,E,0.18,0.0,0.0,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
Tomb Raider: Underworld,DS,2008,2000s,Action,Eidos Interactive,Santa Cruz Games,T,0.15,0.02,0.0,0.01,0.19,0.18,NA,70.0,9,8.4,10,-14.0
Death Jr.,PSP,2005,2000s,Platform,Konami Digital Entertainment,Backbone Entertainment,T,0.17,0.0,0.0,0.01,0.19,0.18,NA,61.0,40,7.3,21,-12.0
Hulk,GC,2003,2000s,Action,Universal Interactive,Radical Entertainment,T,0.15,0.04,0.0,0.01,0.19,0.2,NA,71.0,26,7.4,7,-3.0
Boogie,PS2,2007,2000s,Misc,Electronic Arts,"Pipeworks Software, Inc.",E10+,0.09,0.07,0.0,0.02,0.19,0.18,NA,52.0,12,7.5,24,-23.0
Arcade Shooting Gallery,Wii,2008,2000s,Shooter,Zoo Games,Zoo Games,E10+,0.18,0.0,0.0,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
Phantasy Star Universe,PS2,2006,2000s,Role-Playing,Sega,Sonic Team,T,0.0,0.0,0.19,0.0,0.19,0.19,JP,68.0,18,8.5,23,-17.0
Gungrave,PS2,2002,2000s,Shooter,Activision,Seta Corporation,M,0.09,0.07,0.0,0.02,0.19,0.18,NA,65.0,28,8.6,16,-21.0
Schlag den Raab,Wii,2010,2010s,Misc,Namco Bandai Games,Unknown,Unknown,0.0,0.16,0.0,0.02,0.19,0.18,EU,71.0,21,7.5,24,-4.0
Transworld Surf,PS2,2002,2000s,Sports,Atari,Rockstar San Diego,T,0.09,0.07,0.0,0.02,0.19,0.18,NA,76.0,15,8.5,6,-9.0
Tenchu: Fatal Shadows,PS2,2004,2000s,Action,Sega,K2 Llc,M,0.09,0.07,0.0,0.02,0.19,0.18,NA,58.0,33,8.0,24,-22.0
50 Cent: Blood on the Sand,PS3,2009,2000s,Shooter,Thq,Swordfish Studios,M,0.1,0.06,0.01,0.03,0.19,0.2,NA,72.0,37,7.2,57,0.0
Metro: Last Light,PC,2013,2010s,Action,Deep Silver,4A Games,M,0.06,0.11,0.0,0.02,0.19,0.19,EU,82.0,71,8.6,2654,-4.0
Evolve,PC,2015,2010s,Shooter,Take-Two Interactive,Turtle Rock Studios,M,0.08,0.1,0.0,0.02,0.19,0.2,EU,77.0,39,4.3,969,34.0
FIFA 14,PSP,2013,2010s,Sports,Electronic Arts,Ea Canada,E,0.0,0.15,0.0,0.04,0.19,0.19,EU,71.0,21,3.4,23,37.0
Resident Evil: Revelations,WiiU,2013,2010s,Action,Capcom,Capcom,M,0.07,0.07,0.03,0.01,0.19,0.18,NA,80.0,19,7.5,146,5.0
Namco Museum Megamix,Wii,2010,2010s,Misc,Namco Bandai Games,Namco Bandai Games,E,0.17,0.0,0.0,0.01,0.19,0.18,NA,53.0,12,7.5,24,-22.0
Chaotic: Shadow Warriors,Wii,2009,2000s,Action,Activision,Fun Labs,E10+,0.18,0.0,0.0,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
The Legend of Spyro: A New Beginning,GC,2006,2000s,Platform,Vivendi Games,Krome Studios,E10+,0.15,0.04,0.0,0.01,0.19,0.2,NA,67.0,13,7.3,11,-6.0
International Soccer,2600,1981,1980s,Sports,Mattel Interactive,Unknown,Unknown,0.18,0.01,0.0,0.0,0.19,0.19,NA,71.0,21,7.5,24,-4.0
Princess Maker: Yumemiru Yosei,PS,1997,1990s,Strategy,Sony Computer Entertainment,Unknown,Unknown,0.0,0.0,0.18,0.01,0.19,0.19,JP,71.0,21,7.5,24,-4.0
3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Armored Core: For Answer,PS3,2008,2000s,Simulation,Ubisoft,From Software,T,0.06,0.02,0.1,0.01,0.19,0.19,JP,62.0,22,7.6,31,-14.0
Big Air,PS,1999,1990s,Sports,Accolade,Unknown,Unknown,0.1,0.07,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Shining Force II,GEN,1993,1990s,Strategy,Sega,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Taiko no Tatsujin: Wii U Version!,WiiU,2013,2010s,Misc,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Gallop Racer,PS,1999,1990s,Sports,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.18,0.01,0.19,0.19,JP,71.0,21,7.5,24,-4.0
The Walking Dead: Season Two,PS3,2014,2010s,Adventure,Telltale Games,Unknown,Unknown,0.09,0.06,0.0,0.03,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Harry Potter and the Prisoner of Azkaban,XB,2004,2000s,Action,Electronic Arts,Ea Games,E,0.14,0.04,0.0,0.01,0.19,0.19,NA,67.0,23,8.8,10,-21.0
3rd Super Robot Wars Z Jigoku Hen,PSV,2014,2010s,Role-Playing,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Where's Waldo? The Fantastic Journey,Wii,2009,2000s,Adventure,Ubisoft,Classic Media Distribution Limited,E,0.17,0.0,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Sudoku Gridmaster (JP sales),DS,2006,2000s,Puzzle,Nintendo,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Monsters vs. Aliens,PS2,2009,2000s,Action,Activision,Beenox,E10+,0.11,0.0,0.0,0.08,0.19,0.19,NA,64.0,4,7.5,24,-11.0
College Slam,PS,1995,1990s,Sports,Acclaim Entertainment,Unknown,Unknown,0.1,0.07,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Street Fighter X Tekken,PSV,2012,2010s,Fighting,Capcom,Capcom,T,0.1,0.04,0.01,0.03,0.19,0.18,NA,79.0,25,7.5,66,4.0
Nobunaga no Yabou: Souzou,PS3,2013,2010s,Strategy,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,2010s,Role-Playing,Nippon Ichi Software,Falcom,T,0.02,0.02,0.13,0.01,0.19,0.18,JP,80.0,23,7.3,73,7.0
Pro Yaky? Spirits 4,PS2,2007,2000s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Rock Band Track Pack Volume 2,X360,2008,2000s,Misc,Mtv Games,Harmonix Music Systems,T,0.17,0.01,0.0,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
Need for Speed: Shift 2 Unleashed,PC,2011,2010s,Racing,Electronic Arts,Unknown,Unknown,0.05,0.11,0.0,0.03,0.19,0.19,EU,71.0,21,7.5,24,-4.0
Tamagotchi Party On!,Wii,2006,2000s,Misc,Namco Bandai Games,Unknown,Unknown,0.12,0.0,0.06,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
Daigasso! Band Brothers,DS,2004,2000s,Misc,Nintendo,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Rise of the Kasai,PS2,2005,2000s,Action,Sony Computer Entertainment,Bottlerocket Entertainment,M,0.09,0.07,0.0,0.02,0.19,0.18,NA,68.0,37,8.0,5,-12.0
Thoroughbred Breeder,SNES,1993,1990s,Simulation,Hect,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Momotarou Dentetsu World,DS,2010,2010s,Misc,Hudson Soft,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Singstar: Ultimate Party,PS4,2014,2010s,Misc,Sony Computer Entertainment Europe,Scee,Unknown,0.0,0.16,0.0,0.03,0.19,0.19,EU,47.0,19,4.1,18,6.0
Beyblade: Metal Fusion - Battle Fortress,Wii,2009,2000s,Action,Konami Digital Entertainment,Unknown,Unknown,0.15,0.0,0.03,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
Risen,X360,2009,2000s,Role-Playing,Deep Silver,Piranha Bytes,M,0.07,0.11,0.0,0.01,0.19,0.19,EU,60.0,37,6.4,77,-4.0
Nostalgia,DS,2008,2000s,Role-Playing,Tecmo Koei,Matrix Software,E10+,0.16,0.0,0.02,0.01,0.19,0.19,NA,72.0,36,7.6,19,-4.0
Dynasty Warriors Gundam,X360,2007,2000s,Action,Namco Bandai Games,"Koei, Omega Force",T,0.15,0.01,0.02,0.01,0.19,0.19,NA,55.0,34,6.8,20,-13.0
Chibi-Robo! Park Patrol,DS,2007,2000s,Adventure,Unknown,Skip Ltd.,E,0.0,0.0,0.19,0.0,0.19,0.19,JP,78.0,14,7.5,13,3.0
Jurassic: The Hunted,PS3,2009,2000s,Shooter,Activision,Activision,T,0.17,0.0,0.0,0.02,0.19,0.19,NA,71.0,21,4.5,4,26.0
Farmtopia,DS,2010,2010s,Simulation,505 Games,505 Games,E,0.18,0.0,0.0,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
DanceDanceRevolution,PS3,2010,2010s,Simulation,Konami Digital Entertainment,Konami,E10+,0.12,0.05,0.0,0.02,0.19,0.19,NA,60.0,5,7.5,24,-15.0
Tom Clancy's Splinter Cell: Blacklist,PC,2013,2010s,Action,Ubisoft,Ubisoft Toronto,M,0.04,0.13,0.0,0.01,0.19,0.18,EU,82.0,13,7.4,754,8.0
"Ni Hao, Kai-lan: Super Game Day",Wii,2009,2000s,Misc,Take-Two Interactive,Take-Two Interactive,E,0.17,0.0,0.0,0.01,0.19,0.18,NA,71.0,21,8.5,4,-14.0
One Piece: Unlimited Adventure,Wii,2007,2000s,Adventure,Namco Bandai Games,Ganbarion,T,0.07,0.0,0.11,0.01,0.19,0.19,JP,67.0,17,8.5,32,-18.0
Shaun White Skateboarding,PS3,2010,2010s,Sports,Ubisoft,Ubisoft Montreal,T,0.11,0.05,0.0,0.03,0.19,0.19,NA,61.0,26,6.5,8,-4.0
Crash & Spyro Superpack,GBA,2005,2000s,Platform,Vivendi Games,Unknown,Unknown,0.13,0.05,0.0,0.0,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Reel Fishing Paradise 3D,3DS,2011,2010s,Sports,Marvelous Interactive,Natsume,E,0.12,0.0,0.06,0.01,0.19,0.19,NA,57.0,5,7.5,24,-18.0
Conflict: Denied Ops,PS3,2008,2000s,Shooter,Eidos Interactive,Pivotal Games,M,0.05,0.1,0.0,0.03,0.19,0.18,EU,51.0,28,3.1,25,20.0
Binary Domain,X360,2012,2010s,Action,Sega,Sega,M,0.09,0.06,0.02,0.02,0.19,0.19,NA,74.0,43,8.0,185,-6.0
Kuma-Tomo,3DS,2013,2010s,Misc,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
IL-2 Sturmovik: Birds of Prey,PSP,2009,2000s,Simulation,505 Games,Sme Dynamic Systems Limited,T,0.08,0.07,0.0,0.04,0.19,0.19,NA,71.0,21,3.0,7,41.0
ThunderStrike 2,PS,1994,1990s,Simulation,Core Design Ltd.,Unknown,Unknown,0.1,0.07,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Magical ZhuZhu Princess: Carriages & Castles,DS,2011,2010s,Simulation,Activision,Unknown,Unknown,0.13,0.04,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Pro Yaky? Spirits 2012,PS3,2012,2010s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Super Real Mahjong P V,SAT,1995,1990s,Misc,Seta Corporation,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Thomas the Tank Engine & Friends,GBA,2004,2000s,Adventure,Unknown,Unknown,Unknown,0.13,0.05,0.0,0.0,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Penguin no Mondai X: Tenkuu no 7 Senshi,DS,2009,2000s,Action,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
The Scorpion King: Sword of Osiris,GBA,2002,2000s,Action,Vivendi Games,Wayforward,E,0.13,0.05,0.0,0.0,0.19,0.18,NA,72.0,14,7.5,24,-3.0
Jeep Thrills,Wii,2008,2000s,Racing,Zoo Digital Publishing,Game Sauce,E,0.17,0.0,0.0,0.01,0.19,0.18,NA,71.0,21,5.7,9,14.0
Ice Age: Dawn of the Dinosaurs,PS3,2009,2000s,Action,Activision,Activision,E10+,0.13,0.03,0.0,0.02,0.19,0.18,NA,67.0,23,7.3,7,-6.0
Bubsy 3D,PS,1996,1990s,Platform,Accolade,Unknown,Unknown,0.1,0.07,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
NCAA Final Four 2001,PS2,2000,2000s,Sports,Sony Computer Entertainment,989 Sports,E,0.09,0.07,0.0,0.02,0.19,0.18,NA,49.0,10,7.5,24,-26.0
Robin Hood: Defender of the Crown,PS2,2003,2000s,Strategy,Capcom,Cinemaware,T,0.09,0.07,0.0,0.02,0.19,0.18,NA,59.0,18,5.6,5,3.0
Face Training,DS,2007,2000s,Misc,Nintendo,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Barbie Horse Adventures: Riding Camp,Wii,2008,2000s,Sports,Activision,Activision,E,0.17,0.0,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
SD Gundam GX,SNES,1994,1990s,Strategy,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
R-Type Final,PS2,2003,2000s,Shooter,Metro 3D,Irem,E,0.09,0.07,0.0,0.02,0.19,0.18,NA,79.0,50,9.1,21,-12.0
Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,2000s,Action,Activision,Unknown,Unknown,0.13,0.05,0.0,0.0,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Bolt,PS3,2008,2000s,Adventure,Disney Interactive Studios,Avalanche Software,E10+,0.12,0.04,0.0,0.02,0.19,0.18,NA,59.0,11,6.8,6,-9.0
Mathews Bowhunting,Wii,2010,2010s,Sports,Zoo Games,Zoo Games,T,0.18,0.0,0.0,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
Phantasy Star Nova,PSV,2014,2010s,Role-Playing,Sega,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Pro Evolution Soccer 2014,3DS,2013,2010s,Action,Konami Digital Entertainment,Konami,E,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Sega GT 2002,XB,2002,2000s,Racing,Sega,Wow Entertainment,E,0.12,0.03,0.03,0.01,0.19,0.19,NA,82.0,24,8.2,24,0.0
F1 2011,PC,2011,2010s,Racing,Codemasters,Codemasters,E,0.0,0.15,0.0,0.04,0.19,0.19,EU,83.0,10,7.2,83,11.0
Air Conflicts: Secret Wars,PS3,2011,2010s,Simulation,Bitcomposer Games,Games Farm,T,0.1,0.06,0.0,0.03,0.19,0.19,NA,51.0,8,7.5,24,-24.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,2000s,Action,Activision,Krome Studios,E10+,0.09,0.07,0.0,0.02,0.19,0.18,NA,68.0,13,8.1,15,-13.0
Family Feud: 2012 Edition,Wii,2011,2010s,Misc,Ubisoft,"Ubisoft, Ludia Inc.",E10+,0.17,0.0,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Samurai Warriors 2: Empires,PS2,2006,2000s,Action,Tecmo Koei,Omega Force,T,0.0,0.0,0.19,0.0,0.19,0.19,JP,55.0,20,7.3,7,-18.0
Blood Omen 2,XB,2002,2000s,Action,Eidos Interactive,Crystal Dynamics,M,0.14,0.04,0.0,0.01,0.19,0.19,NA,76.0,22,9.0,9,-14.0
Earth Defense Force: Insect Armageddon,X360,2011,2010s,Shooter,D3Publisher,Vicious Cycle,T,0.1,0.04,0.03,0.01,0.19,0.18,NA,68.0,40,8.2,45,-14.0
Major League Baseball 2K10,PS3,2010,2010s,Sports,Take-Two Interactive,Visual Concepts,E,0.17,0.0,0.0,0.01,0.19,0.18,NA,74.0,19,5.3,4,21.0
Saints Row IV,PC,2013,2010s,Action,Deep Silver,Volition Inc.,M,0.11,0.06,0.0,0.02,0.19,0.19,NA,86.0,45,7.4,1543,12.0
J-League Pro Soccer Club o Tsukurou! 5,PS2,2007,2000s,Sports,Sega,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Harry Potter: Quidditch World Cup,XB,2003,2000s,Sports,Electronic Arts,Electronic Arts,E,0.14,0.04,0.0,0.01,0.19,0.19,NA,69.0,14,7.5,4,-6.0
Dance Central: Spotlight,XOne,2014,2010s,Misc,Microsoft Game Studios,Harmonix Music Systems,T,0.15,0.03,0.0,0.0,0.19,0.18,NA,74.0,19,7.0,47,4.0
Little Battlers eXperience W,PSP,2012,2010s,Role-Playing,Level 5,Unknown,Unknown,0.0,0.0,0.19,0.0,0.19,0.19,JP,71.0,21,7.5,24,-4.0
Warriors: Legends of Troy,PS3,2011,2010s,Action,Tecmo Koei,Tecmo Koei Canada,M,0.06,0.04,0.07,0.02,0.19,0.19,JP,44.0,22,7.0,24,-26.0
La Pucelle: Tactics,PS2,2002,2000s,Role-Playing,Tecmo Koei,Nippon Ichi Software,T,0.09,0.07,0.0,0.02,0.19,0.18,NA,79.0,47,8.5,15,-6.0
Arcania: Gothic 4,PC,2010,2010s,Role-Playing,Jowood Productions,Spellbound,T,0.09,0.08,0.0,0.02,0.19,0.19,NA,63.0,25,4.4,307,19.0
NBA Ballers: Chosen One,X360,2008,2000s,Sports,Midway Games,Midway,E,0.17,0.0,0.0,0.01,0.19,0.18,NA,55.0,42,4.2,15,13.0
Tiger Woods PGA Tour 07,XB,2006,2000s,Sports,Electronic Arts,Ea Redwood Shores,E,0.13,0.05,0.0,0.01,0.19,0.19,NA,81.0,21,6.8,6,13.0
Disney's Meet the Robinsons,Wii,2007,2000s,Action,Disney Interactive Studios,Buena Vista Games,E10+,0.17,0.0,0.0,0.01,0.19,0.18,NA,62.0,11,6.3,4,-1.0
Sword Art Online: Hollow Realization,PS4,2016,2010s,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.06,0.02,0.1,0.02,0.19,0.2,JP,69.0,32,7.7,52,-8.0
Star Wars: The Clone Wars & Tetris Worlds,XB,2002,2000s,Misc,Microsoft Game Studios,Unknown,Unknown,0.14,0.04,0.0,0.01,0.19,0.19,NA,71.0,21,7.5,24,-4.0
The Lord of the Rings: War in the North,PC,2011,2010s,Action,Warner Bros. Interactive Entertainment,Snowblind Studios,M,0.05,0.11,0.0,0.03,0.19,0.19,EU,66.0,21,7.1,289,-5.0
The Bee Game,DS,2007,2000s,Adventure,Midway Games,Independent Arts,E,0.17,0.0,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
SBK X: Superbike World Championship,X360,2010,2010s,Racing,Black Bean Games,Milestone S.R.L,E10+,0.1,0.07,0.0,0.02,0.19,0.19,NA,74.0,13,8.3,8,-9.0
Rango: The Video Game,PS3,2011,2010s,Action,Electronic Arts,Behaviour Interactive,E10+,0.07,0.09,0.0,0.03,0.19,0.19,EU,65.0,23,6.4,7,1.0
EverQuest Online Adventures: Frontiers,PS2,2003,2000s,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,T,0.09,0.07,0.0,0.02,0.19,0.18,NA,77.0,16,8.5,17,-8.0
Godzilla (2015),PS4,2014,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.11,0.03,0.02,0.03,0.19,0.19,NA,71.0,21,7.5,24,-4.0
Fairy Fencer F,PS3,2013,2010s,Role-Playing,Nippon Ichi Software,Compile Heart,T,0.05,0.03,0.09,0.02,0.19,0.19,JP,65.0,31,7.4,50,-9.0
Shadows of the Damned,X360,2011,2010s,Action,Electronic Arts,Grasshopper Manufacture,M,0.1,0.06,0.01,0.02,0.19,0.19,NA,76.0,76,8.4,139,-8.0
Treasures of the Deep,PS,1997,1990s,Action,Namco Bandai Games,Unknown,Unknown,0.1,0.07,0.0,0.01,0.19,0.18,NA,71.0,21,7.5,24,-4.0
Phantasy Star Online Ver. 2,DC,2001,2000s,Role-Playing,Sega,Sonic Team,T,0.0,0.0,0.19,0.0,0.19,0.19,JP,80.0,10,8.9,18,-9.0
Cabela's Survival: Shadows of Katmai,PS3,2011,2010s,Sports,Activision,Activision,T,0.11,0.05,0.0,0.02,0.18,0.18,NA,71.0,21,7.4,5,-3.0
Hot Wheels: Battle Force 5,Wii,2009,2000s,Racing,Activision,Sidhe Interactive,E10+,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Go Play: Lumberjacks,Wii,2009,2000s,Simulation,Majesco Entertainment,Panic Button,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Fight Club,PS2,2004,2000s,Fighting,Vivendi Games,Genuine Games,M,0.09,0.07,0.0,0.02,0.18,0.18,NA,36.0,28,4.4,22,-8.0
Samurai Warriors: State of War,PSP,2005,2000s,Action,Tecmo Koei,Omega Force,T,0.07,0.0,0.11,0.01,0.18,0.19,JP,64.0,30,6.4,8,0.0
Cabela's Survival: Shadows of Katmai,X360,2011,2010s,Sports,Activision,Activision,T,0.14,0.03,0.0,0.01,0.18,0.18,NA,71.0,21,3.5,6,36.0
Dragon Blade: Wrath of Fire,Wii,2007,2000s,Action,D3Publisher,D3Publisher,T,0.17,0.0,0.0,0.01,0.18,0.18,NA,51.0,19,7.5,17,-24.0
Guilty Gear Xrd: Sign,PS3,2014,2010s,Fighting,Arc System Works,Unknown,Unknown,0.1,0.0,0.07,0.02,0.18,0.19,NA,71.0,21,7.5,24,-4.0
Dance Dance Revolution: Disney Grooves,Wii,2009,2000s,Simulation,Konami Digital Entertainment,Konami,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,21,7.5,24,-4.0
Camping Mama: Outdoor Adventures,DS,2011,2010s,Simulation,505 Games,Racjin,E,0.12,0.05,0.0,0.02,0.18,0.19,NA,51.0,5,7.5,24,-24.0
Harvest Moon: A Wonderful Life Special Edition,PS2,2004,2000s,Simulation,505 Games,Marvelous,E,0.09,0.07,0.0,0.02,0.18,0.18,NA,71.0,21,8.9,54,-18.0
Sports Illustrated for Kids: Football,GBA,2003,2000s,Sports,Bam! Entertainment,Unknown,Unknown,0.13,0.05,0.0,0.0,0.18,0.18,NA,71.0,21,7.5,24,-4.0
The Munchables,Wii,2009,2000s,Action,Namco Bandai Games,Now Production,E,0.17,0.0,0.0,0.01,0.18,0.18,NA,71.0,33,8.2,5,-11.0
How to Train Your Dragon 2,Wii,2014,2010s,Adventure,Little Orbit,Torus Games,E10+,0.04,0.13,0.0,0.01,0.18,0.18,EU,71.0,21,7.5,24,-4.0
.hack//Quarantine Part 4: The Final Chapter,PS2,2003,2000s,Role-Playing,Atari,Unknown,Unknown,0.09,0.07,0.0,0.02,0.18,0.18,NA,71.0,21,7.5,24,-4.0
The Smurfs 2,DS,2013,2010s,Platform,Ubisoft,Wayforward,E,0.0,0.17,0.0,0.01,0.18,0.18,EU,71.0,21,7.5,24,-4.0
Close Combat: First to Fight,XB,2005,2000s,Shooter,Take-Two Interactive,Destineer,T,0.14,0.04,0.0,0.01,0.18,0.19,NA,69.0,46,7.8,10,-9.0
Indiana Jones and the Emperor's Tomb,XB,2003,2000s,Action,Lucasarts,Double Helix Games,T,0.14,0.04,0.0,0.01,0.18,0.19,NA,73.0,43,8.6,17,-13.0
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,2000s,Action,Vivendi Games,Eurocom Entertainment Software,T,0.09,0.07,0.0,0.02,0.18,0.18,NA,72.0,27,8.9,47,-17.0
